surgery,age,rectal_temperature,pulse,respiratory_rate,temperature_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,feces,abdomen,packed_cell_volume,total_protein,abdomcentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
1.1920791213585393,-0.2869720215917757,0.58074917733104,-0.14706756708896684,-0.12818271282818927,0.543601658099523,1.2453418306539625,0.09711342129576603,1.5938833280338516,1.7500854531351104,1.1816784633522364,1.8845109810215301,0.31457899219979113,-0.5474188027943313,0.09344920058684722,0.1426014703764688,1.02908493239148,-0.047587276022449866,-0.5399644227290651,-0.03943615033625512,-0.2504363464035152,0.651973731171692,0
-0.8388704928078611,-0.2869720215917757,1.6735248389853865,0.662353930635217,-0.6320143637843827,0.543601658099523,-0.7385793541107918,0.771410384255048,-0.5947325850872583,0.06413925744474236,1.1816784633522364,-0.19183644716985654,0.31457899219979113,-0.5474188027943313,0.09344920058684722,1.1327399816696875,-1.60079878372008,0.43778183640165025,2.3417541102657036,-0.03943615033625512,-0.3321389842372861,2.022981348721307,0
1.1920791213585393,-0.2869720215917757,0.2685275597155093,-1.1036566098539113,-0.380098538306286,-1.5081461386248303,-0.7385793541107918,0.09711342129576603,-0.5947325850872583,0.06413925744474236,0.08631908170583083,-1.2300101612655499,0.31457899219979113,-0.5474188027943313,0.09344920058684722,-1.8376755522099686,-2.4774266890906,-1.2124731458402902,-0.6039190115814295,-0.03943615033625512,-0.2504363464035152,-0.7190338863779231,0
-0.8388704928078611,3.4846602621858476,1.517414030177621,3.4585372864096704,3.398638843865165,1.5694755564616996,-0.7385793541107918,2.1200043101736123,1.5938833280338516,-0.7788338404004417,1.1816784633522364,1.8845109810215301,-1.5525995421473564,0.8613232911099623,-0.36203829366427237,0.1426014703764688,0.1524570270209599,0.2436341914320102,-0.5851088383895576,1.7746267651314724,2.364048064277151,0.651973731171692,1
1.1920791213585393,-0.2869720215917757,-1.2925805283621221,1.2510241107982598,0.31266998175848,0.543601658099523,-0.7385793541107918,2.1200043101736123,1.5938833280338516,0.06413925744474236,0.08631908170583083,-0.19183644716985654,0.31457899219979113,-0.5474188027943313,0.09344920058684722,0.1426014703764688,0.1524570270209599,2.7675535760373307,-0.5775847691128089,-0.03943615033625512,-0.2504363464035152,0.651973731171692,0
1.1920791213585393,-0.2869720215917757,-0.043694057900010304,-0.36781888465010787,-0.12818271282818927,-0.4822722402626536,-0.7385793541107918,0.09711342129576603,-0.5947325850872583,-0.7788338404004417,0.08631908170583083,-0.19183644716985654,0.31457899219979113,-0.5474188027943313,0.09344920058684722,0.1426014703764688,-0.7241708783495601,-0.14466109850726988,-0.5738227344744345,-0.03943615033625512,-0.2504363464035152,-0.7190338863779231,0
-0.8388704928078611,-0.2869720215917757,-0.35591567551554104,-0.80932151977239,-0.8839301892624795,-1.5081461386248303,-0.7385793541107918,-1.2514805046227981,-0.5947325850872583,0.06413925744474236,0.08631908170583083,0.8463372669258368,-1.5525995421473564,-0.5474188027943313,0.09344920058684722,0.1426014703764688,1.02908493239148,-0.82417785590101,-0.5926329076663064,-0.03943615033625512,-0.2504363464035152,-0.7190338863779231,1
-0.8388704928078611,-0.2869720215917757,-0.043694057900010304,-0.36781888465010787,-0.12818271282818927,0.543601658099523,-0.7385793541107918,0.09711342129576603,-0.5947325850872583,0.06413925744474236,1.1816784633522364,-0.19183644716985654,0.31457899219979113,-0.5474188027943313,0.09344920058684722,0.1426014703764688,0.1524570270209599,-0.14466109850726988,-0.5437264573674395,-0.03943615033625512,-0.2504363464035152,0.651973731171692,1
1.1920791213585393,-0.2869720215917757,-0.043694057900010304,0.3680188405536956,0.3756489381280042,0.543601658099523,2.2373024230363394,0.09711342129576603,-0.5947325850872583,0.9071123552899264,1.1816784633522364,1.8845109810215301,0.31457899219979113,-0.5474188027943313,0.09344920058684722,0.1426014703764688,1.02908493239148,-0.72710403341619,-0.6227291847733013,-0.03943615033625512,-0.2504363464035152,2.022981348721307,1
1.1920791213585393,3.4846602621858476,0.2685275597155093,0.7359377031555974,-0.12818271282818927,-1.5081461386248303,-0.7385793541107918,-1.2514805046227981,-0.5947325850872583,1.7500854531351104,0.08631908170583083,-1.2300101612655499,0.31457899219979113,-0.5474188027943313,0.09344920058684722,0.1426014703764688,0.1524570270209599,-0.53295638844655,-0.6227291847733013,-1.8534990658039825,-0.16873370856974432,-0.7190338863779231,0
-0.8388704928078611,-0.2869720215917757,-0.043694057900010304,-0.14706756708896684,-1.1358460147405762,0.543601658099523,1.2453418306539625,1.44570734721433,-0.5947325850872583,0.06413925744474236,0.08631908170583083,-1.2300101612655499,0.31457899219979113,-0.5474188027943313,-2.6394757649198684,-0.8475370409167499,1.02908493239148,-0.14466109850726988,-0.6302532540500501,-0.03943615033625512,0.9751032211030473,-0.7190338863779231,1
